date,price_band,zip_code,mls_listings,mls_contracts,od_listings,od_contracts,od_home_visits
2017-05-02 0:00:00,<$200K,D,133,8,9,1,104
2017-05-03 0:00:00,<$200K,A,446,22,32,3,352
2017-05-03 0:00:00,<$200K,B,223,19,16,2,176
2017-05-03 0:00:00,<$200K,C,89,6,6,1,70
2017-05-03 0:00:00,<$200K,D,134,8,9,1,105
2017-05-04 0:00:00,<$200K,A,458,20,33,3,369
2017-05-04 0:00:00,<$200K,B,229,18,17,1,184
2017-05-04 0:00:00,<$200K,C,92,5,7,1,74
2017-05-04 0:00:00,<$200K,D,137,8,10,1,111
2017-05-05 0:00:00,<$200K,A,467,24,34,3,375
2017-05-05 0:00:00,<$200K,B,233,21,17,2,187
2017-05-05 0:00:00,<$200K,C,93,6,7,1,75
2017-05-05 0:00:00,<$200K,D,140,9,10,1,112
2017-05-06 0:00:00,<$200K,A,461,19,34,3,375
2017-05-06 0:00:00,<$200K,B,230,17,17,1,188
2017-05-06 0:00:00,<$200K,C,92,5,7,1,75
2017-05-06 0:00:00,<$200K,D,138,7,10,1,113
2017-05-07 0:00:00,<$200K,A,443,19,33,3,364
2017-05-07 0:00:00,<$200K,B,221,16,16,1,182
2017-05-07 0:00:00,<$200K,C,89,5,7,1,73
2017-05-07 0:00:00,<$200K,D,133,7,10,1,109
2017-05-08 0:00:00,<$200K,A,426,25,32,4,353
2017-05-08 0:00:00,<$200K,B,213,22,16,2,177
2017-05-08 0:00:00,<$200K,C,85,6,6,1,71
2017-05-08 0:00:00,<$200K,D,128,9,9,1,106
2017-05-09 0:00:00,<$200K,A,431,20,32,3,359
2017-05-09 0:00:00,<$200K,B,215,17,16,1,180
2017-05-09 0:00:00,<$200K,C,86,5,6,1,72
2017-05-09 0:00:00,<$200K,D,129,7,10,1,108
2017-05-10 0:00:00,<$200K,A,428,21,32,3,360
2017-05-10 0:00:00,<$200K,B,214,19,16,2,180
2017-05-10 0:00:00,<$200K,C,86,5,6,1,72
2017-05-10 0:00:00,<$200K,D,128,8,10,1,108
2017-05-11 0:00:00,<$200K,A,448,18,34,3,382
2017-05-11 0:00:00,<$200K,B,224,16,17,1,191
2017-05-11 0:00:00,<$200K,C,90,5,7,1,76
2017-05-11 0:00:00,<$200K,D,134,7,10,1,115
2017-05-12 0:00:00,<$200K,A,455,22,35,3,388
2017-05-12 0:00:00,<$200K,B,228,19,17,2,194
2017-05-12 0:00:00,<$200K,C,91,6,7,1,78
2017-05-12 0:00:00,<$200K,D,137,8,10,1,116
2017-05-13 0:00:00,<$200K,A,451,18,35,3,389
2017-05-13 0:00:00,<$200K,B,226,16,17,1,194
2017-05-13 0:00:00,<$200K,C,90,5,7,1,78
2017-05-13 0:00:00,<$200K,D,135,7,10,1,117
2017-05-14 0:00:00,<$200K,A,441,12,34,2,383
2017-05-14 0:00:00,<$200K,B,220,11,17,1,192
2017-05-14 0:00:00,<$200K,C,88,3,7,0,77
2017-05-14 0:00:00,<$200K,D,132,5,10,0,115
2017-05-15 0:00:00,<$200K,A,438,22,34,3,384
2017-05-15 0:00:00,<$200K,B,219,19,17,2,192
2017-05-15 0:00:00,<$200K,C,88,5,7,1,77
2017-05-15 0:00:00,<$200K,D,131,8,10,1,115
2017-05-16 0:00:00,<$200K,A,433,20,34,3,384
2017-05-16 0:00:00,<$200K,B,217,18,17,2,192
2017-05-16 0:00:00,<$200K,C,87,5,7,1,77
2017-05-16 0:00:00,<$200K,D,130,8,10,1,115
2017-05-17 0:00:00,<$200K,A,437,24,35,4,390
2017-05-17 0:00:00,<$200K,B,218,21,17,2,195
2017-05-17 0:00:00,<$200K,C,87,6,7,1,78
2017-05-17 0:00:00,<$200K,D,131,9,10,1,117
2017-05-18 0:00:00,<$200K,A,448,25,36,4,402
2017-05-18 0:00:00,<$200K,B,224,22,18,2,201
2017-05-18 0:00:00,<$200K,C,90,6,7,1,80
2017-05-18 0:00:00,<$200K,D,134,9,11,1,120
2017-05-19 0:00:00,<$200K,A,446,28,36,4,408
2017-05-19 0:00:00,<$200K,B,223,25,18,2,204
2017-05-19 0:00:00,<$200K,C,89,7,7,1,82
2017-05-19 0:00:00,<$200K,D,134,11,11,1,122
2017-05-20 0:00:00,<$200K,A,439,20,36,3,402
2017-05-20 0:00:00,<$200K,B,220,17,18,1,201
2017-05-20 0:00:00,<$200K,C,88,5,7,1,80
2017-05-20 0:00:00,<$200K,D,132,7,11,1,121
2017-05-21 0:00:00,<$200K,A,434,9,36,2,403
2017-05-21 0:00:00,<$200K,B,217,8,18,1,201
2017-05-21 0:00:00,<$200K,C,87,2,7,0,81
2017-05-21 0:00:00,<$200K,D,130,3,11,0,121
2017-05-22 0:00:00,<$200K,A,426,24,35,4,397
2017-05-22 0:00:00,<$200K,B,213,21,18,2,199
2017-05-22 0:00:00,<$200K,C,85,6,7,1,79
2017-05-22 0:00:00,<$200K,D,128,9,11,1,119
2017-05-23 0:00:00,<$200K,A,411,25,34,4,386
2017-05-23 0:00:00,<$200K,B,206,22,17,2,193
2017-05-23 0:00:00,<$200K,C,82,6,7,1,77
2017-05-23 0:00:00,<$200K,D,123,9,10,1,116
2017-05-24 0:00:00,<$200K,A,421,13,35,2,398
2017-05-24 0:00:00,<$200K,B,211,11,18,1,199
2017-05-24 0:00:00,<$200K,C,84,3,7,0,80
2017-05-24 0:00:00,<$200K,D,126,5,11,1,119
2017-05-25 0:00:00,<$200K,A,422,21,36,3,403
2017-05-25 0:00:00,<$200K,B,211,18,18,2,202
2017-05-25 0:00:00,<$200K,C,84,5,7,1,81
2017-05-25 0:00:00,<$200K,D,126,8,11,1,121
2017-05-26 0:00:00,<$200K,A,420,24,36,4,403
2017-05-26 0:00:00,<$200K,B,210,21,18,2,201
2017-05-26 0:00:00,<$200K,C,84,6,7,1,81
2017-05-26 0:00:00,<$200K,D,126,9,11,1,121
2017-05-27 0:00:00,<$200K,A,418,14,36,2,402
2017-05-27 0:00:00,<$200K,B,209,12,18,1,201
2017-05-27 0:00:00,<$200K,C,84,4,7,0,80
2017-05-27 0:00:00,<$200K,D,125,5,11,1,121
2017-05-28 0:00:00,<$200K,A,413,11,36,2,402
2017-05-28 0:00:00,<$200K,B,207,9,18,1,201
2017-05-28 0:00:00,<$200K,C,83,3,7,0,80
2017-05-28 0:00:00,<$200K,D,124,4,11,0,120
2017-05-29 0:00:00,<$200K,A,408,13,35,2,396
2017-05-29 0:00:00,<$200K,B,204,11,18,1,198
2017-05-29 0:00:00,<$200K,C,82,3,7,0,79
2017-05-29 0:00:00,<$200K,D,122,5,11,1,119
2017-05-30 0:00:00,<$200K,A,408,21,36,3,401
2017-05-30 0:00:00,<$200K,B,204,18,18,2,200
2017-05-30 0:00:00,<$200K,C,82,5,7,1,80
2017-05-30 0:00:00,<$200K,D,122,8,11,1,120
2017-05-31 0:00:00,<$200K,A,401,21,35,3,395
2017-05-31 0:00:00,<$200K,B,201,19,18,2,197
2017-05-31 0:00:00,<$200K,C,80,5,7,1,79
2017-05-31 0:00:00,<$200K,D,120,8,11,1,118
2017-06-01 0:00:00,<$200K,A,414,20,37,3,411
2017-06-01 0:00:00,<$200K,B,207,18,18,2,205
2017-06-01 0:00:00,<$200K,C,83,5,7,1,82
2017-06-01 0:00:00,<$200K,D,124,8,11,1,123
2017-06-02 0:00:00,<$200K,A,429,21,38,3,427
2017-06-02 0:00:00,<$200K,B,214,18,19,2,214
2017-06-02 0:00:00,<$200K,C,86,5,8,1,85
2017-06-02 0:00:00,<$200K,D,129,8,11,1,128
2017-06-03 0:00:00,<$200K,A,428,16,38,3,427
2017-06-03 0:00:00,<$200K,B,214,14,19,1,213
2017-06-03 0:00:00,<$200K,C,86,4,8,1,85
2017-06-03 0:00:00,<$200K,D,128,6,11,1,128
2017-06-04 0:00:00,<$200K,A,411,22,37,3,415
2017-06-04 0:00:00,<$200K,B,205,19,19,2,207
2017-06-04 0:00:00,<$200K,C,82,5,7,1,83
2017-06-04 0:00:00,<$200K,D,123,8,11,1,124
2017-06-05 0:00:00,<$200K,A,403,26,37,4,409
2017-06-05 0:00:00,<$200K,B,202,23,18,2,204
2017-06-05 0:00:00,<$200K,C,81,7,7,1,82
2017-06-05 0:00:00,<$200K,D,121,10,11,1,123
2017-06-06 0:00:00,<$200K,A,396,23,36,4,403
2017-06-06 0:00:00,<$200K,B,198,20,18,2,201
2017-06-06 0:00:00,<$200K,C,79,6,7,1,81
2017-06-06 0:00:00,<$200K,D,119,9,11,1,121
2017-06-07 0:00:00,<$200K,A,403,18,37,3,413
2017-06-07 0:00:00,<$200K,B,202,15,19,1,207
2017-06-07 0:00:00,<$200K,C,81,4,7,1,83
2017-06-07 0:00:00,<$200K,D,121,7,11,1,124
2017-06-08 0:00:00,<$200K,A,411,22,38,3,418
2017-06-08 0:00:00,<$200K,B,206,19,19,2,209
2017-06-08 0:00:00,<$200K,C,82,5,8,1,84
2017-06-08 0:00:00,<$200K,D,123,8,11,1,125
2017-06-09 0:00:00,<$200K,A,422,25,39,4,434
2017-06-09 0:00:00,<$200K,B,211,22,20,2,217
2017-06-09 0:00:00,<$200K,C,84,6,8,1,87
2017-06-09 0:00:00,<$200K,D,126,9,12,1,130
2017-06-10 0:00:00,<$200K,A,418,17,39,3,428
2017-06-10 0:00:00,<$200K,B,209,15,19,1,214
2017-06-10 0:00:00,<$200K,C,84,4,8,1,86
2017-06-10 0:00:00,<$200K,D,125,6,12,1,128
2017-06-11 0:00:00,<$200K,A,402,18,38,3,416
2017-06-11 0:00:00,<$200K,B,201,16,19,1,208
2017-06-11 0:00:00,<$200K,C,80,5,8,1,83
2017-06-11 0:00:00,<$200K,D,120,7,11,1,125
2017-06-12 0:00:00,<$200K,A,400,17,38,3,416
2017-06-12 0:00:00,<$200K,B,200,15,19,1,208
2017-06-12 0:00:00,<$200K,C,80,4,8,1,83
2017-06-12 0:00:00,<$200K,D,120,6,11,1,125
2017-06-13 0:00:00,<$200K,A,401,20,38,3,415
2017-06-13 0:00:00,<$200K,B,201,18,19,2,208
2017-06-13 0:00:00,<$200K,C,80,5,8,1,83
2017-06-13 0:00:00,<$200K,D,120,8,11,1,125
2017-06-14 0:00:00,<$200K,A,403,19,38,3,420
2017-06-14 0:00:00,<$200K,B,201,17,19,2,210
2017-06-14 0:00:00,<$200K,C,81,5,8,1,84
2017-06-14 0:00:00,<$200K,D,121,7,11,1,126
2017-06-15 0:00:00,<$200K,A,418,21,40,3,436
2017-06-15 0:00:00,<$200K,B,209,18,20,2,218
2017-06-15 0:00:00,<$200K,C,84,5,8,1,87
2017-06-15 0:00:00,<$200K,D,125,8,12,1,131
2017-06-16 0:00:00,<$200K,A,430,20,41,3,452
2017-06-16 0:00:00,<$200K,B,215,18,21,2,226
2017-06-16 0:00:00,<$200K,C,86,5,8,1,90
2017-06-16 0:00:00,<$200K,D,129,8,12,1,136
2017-06-17 0:00:00,<$200K,A,432,16,42,3,457
2017-06-17 0:00:00,<$200K,B,216,14,21,1,229
2017-06-17 0:00:00,<$200K,C,86,4,8,1,91
2017-06-17 0:00:00,<$200K,D,129,6,12,1,137
2017-06-18 0:00:00,<$200K,A,422,14,41,2,446
2017-06-18 0:00:00,<$200K,B,211,12,20,1,223
2017-06-18 0:00:00,<$200K,C,84,4,8,0,89
2017-06-18 0:00:00,<$200K,D,126,5,12,1,134
2017-06-19 0:00:00,<$200K,A,410,24,40,4,434
2017-06-19 0:00:00,<$200K,B,205,21,20,2,217
2017-06-19 0:00:00,<$200K,C,82,6,8,1,87
2017-06-19 0:00:00,<$200K,D,123,9,12,1,130
2017-06-20 0:00:00,<$200K,A,400,26,39,4,428
2017-06-20 0:00:00,<$200K,B,200,22,20,2,214
2017-06-20 0:00:00,<$200K,C,80,6,8,1,86
2017-06-20 0:00:00,<$200K,D,120,10,12,1,128
2017-06-21 0:00:00,<$200K,A,405,16,40,3,433
2017-06-21 0:00:00,<$200K,B,202,14,20,1,216
2017-06-21 0:00:00,<$200K,C,81,4,8,1,87
2017-06-21 0:00:00,<$200K,D,121,6,12,1,130
2017-06-22 0:00:00,<$200K,A,412,22,41,4,443
2017-06-22 0:00:00,<$200K,B,206,19,20,2,222
2017-06-22 0:00:00,<$200K,C,82,6,8,1,89
2017-06-22 0:00:00,<$200K,D,124,8,12,1,133
2017-06-23 0:00:00,<$200K,A,426,16,42,3,459
2017-06-23 0:00:00,<$200K,B,213,14,21,1,229
2017-06-23 0:00:00,<$200K,C,85,4,8,1,92
2017-06-23 0:00:00,<$200K,D,128,6,13,1,138
2017-06-24 0:00:00,<$200K,A,420,18,42,3,453
2017-06-24 0:00:00,<$200K,B,210,15,21,1,226
2017-06-24 0:00:00,<$200K,C,84,4,8,1,91
2017-06-24 0:00:00,<$200K,D,126,7,12,1,136
2017-06-25 0:00:00,<$200K,A,414,10,41,2,447
2017-06-25 0:00:00,<$200K,B,207,9,21,1,223
2017-06-25 0:00:00,<$200K,C,83,3,8,0,89
2017-06-25 0:00:00,<$200K,D,124,4,12,0,134
2017-06-26 0:00:00,<$200K,A,407,24,41,4,441
2017-06-26 0:00:00,<$200K,B,203,21,20,2,220
2017-06-26 0:00:00,<$200K,C,81,6,8,1,88
2017-06-26 0:00:00,<$200K,D,122,9,12,1,132
2017-06-27 0:00:00,<$200K,A,408,17,41,3,446
2017-06-27 0:00:00,<$200K,B,204,15,21,1,223
2017-06-27 0:00:00,<$200K,C,82,4,8,1,89
2017-06-27 0:00:00,<$200K,D,122,6,12,1,134
2017-06-28 0:00:00,<$200K,A,410,19,42,3,450
2017-06-28 0:00:00,<$200K,B,205,17,21,2,225
2017-06-28 0:00:00,<$200K,C,82,5,8,1,90
2017-06-28 0:00:00,<$200K,D,123,7,12,1,135
2017-06-29 0:00:00,<$200K,A,422,20,43,3,461
2017-06-29 0:00:00,<$200K,B,211,18,21,2,230
2017-06-29 0:00:00,<$200K,C,84,5,9,1,92
2017-06-29 0:00:00,<$200K,D,127,8,13,1,138
2017-06-30 0:00:00,<$200K,A,422,20,43,3,465
2017-06-30 0:00:00,<$200K,B,211,18,22,2,233
2017-06-30 0:00:00,<$200K,C,84,5,9,1,93
2017-06-30 0:00:00,<$200K,D,126,8,13,1,140
2017-07-01 0:00:00,<$200K,A,424,18,44,3,470
2017-07-01 0:00:00,<$200K,B,212,15,22,1,235
2017-07-01 0:00:00,<$200K,C,85,4,9,1,94
2017-07-01 0:00:00,<$200K,D,127,7,13,1,141
2017-07-02 0:00:00,<$200K,A,415,14,43,2,459
2017-07-02 0:00:00,<$200K,B,207,12,21,1,229
2017-07-02 0:00:00,<$200K,C,83,4,9,0,92
2017-07-02 0:00:00,<$200K,D,124,5,13,1,138
2017-07-03 0:00:00,<$200K,A,403,20,42,3,447
2017-07-03 0:00:00,<$200K,B,201,18,21,2,224
2017-07-03 0:00:00,<$200K,C,81,5,8,1,89
2017-07-03 0:00:00,<$200K,D,121,8,12,1,134
2017-07-04 0:00:00,<$200K,A,399,9,42,2,447
2017-07-04 0:00:00,<$200K,B,200,8,21,1,223
2017-07-04 0:00:00,<$200K,C,80,2,8,0,89
2017-07-04 0:00:00,<$200K,D,120,3,12,0,134
2017-07-05 0:00:00,<$200K,A,401,16,42,3,446
2017-07-05 0:00:00,<$200K,B,200,14,21,1,223
2017-07-05 0:00:00,<$200K,C,80,4,8,1,89
2017-07-05 0:00:00,<$200K,D,120,6,12,1,134
2017-07-06 0:00:00,<$200K,A,417,18,44,3,467
2017-07-06 0:00:00,<$200K,B,208,15,22,1,233
2017-07-06 0:00:00,<$200K,C,83,4,9,1,93
2017-07-06 0:00:00,<$200K,D,125,7,13,1,140
2017-07-07 0:00:00,<$200K,A,425,19,45,3,477
2017-07-07 0:00:00,<$200K,B,213,16,22,2,238
2017-07-07 0:00:00,<$200K,C,85,5,9,1,95
2017-07-07 0:00:00,<$200K,D,128,7,13,1,143
2017-07-08 0:00:00,<$200K,A,428,14,45,2,482
2017-07-08 0:00:00,<$200K,B,214,13,23,1,241
2017-07-08 0:00:00,<$200K,C,86,4,9,0,96
2017-07-08 0:00:00,<$200K,D,128,5,14,1,144
2017-07-09 0:00:00,<$200K,A,414,18,44,3,470
2017-07-09 0:00:00,<$200K,B,207,16,22,2,235
2017-07-09 0:00:00,<$200K,C,83,5,9,1,94
2017-07-09 0:00:00,<$200K,D,124,7,13,1,141
2017-07-10 0:00:00,<$200K,A,402,23,43,4,454
2017-07-10 0:00:00,<$200K,B,201,20,21,2,227
2017-07-10 0:00:00,<$200K,C,80,6,9,1,91
2017-07-10 0:00:00,<$200K,D,120,9,13,1,136
2017-07-11 0:00:00,<$200K,A,400,19,43,3,453
2017-07-11 0:00:00,<$200K,B,200,17,21,2,226
2017-07-11 0:00:00,<$200K,C,80,5,9,1,91
2017-07-11 0:00:00,<$200K,D,120,7,13,1,136
2017-07-12 0:00:00,<$200K,A,412,18,44,3,468
2017-07-12 0:00:00,<$200K,B,206,16,22,1,234
2017-07-12 0:00:00,<$200K,C,82,5,9,1,94
2017-07-12 0:00:00,<$200K,D,123,7,13,1,140
2017-07-13 0:00:00,<$200K,A,433,13,47,2,494
2017-07-13 0:00:00,<$200K,B,217,11,23,1,247
2017-07-13 0:00:00,<$200K,C,87,3,9,0,99
2017-07-13 0:00:00,<$200K,D,130,5,14,1,148
2017-07-14 0:00:00,<$200K,A,454,18,49,3,520
2017-07-14 0:00:00,<$200K,B,227,16,25,1,260
2017-07-14 0:00:00,<$200K,C,91,5,10,1,104
2017-07-14 0:00:00,<$200K,D,136,7,15,1,156
2017-07-15 0:00:00,<$200K,A,451,17,49,3,519
2017-07-15 0:00:00,<$200K,B,225,15,25,1,260
2017-07-15 0:00:00,<$200K,C,90,4,10,1,104
2017-07-15 0:00:00,<$200K,D,135,6,15,1,156
2017-07-16 0:00:00,<$200K,A,441,14,48,2,508
2017-07-16 0:00:00,<$200K,B,220,12,24,1,254
2017-07-16 0:00:00,<$200K,C,88,3,10,0,102
2017-07-16 0:00:00,<$200K,D,132,5,14,1,152
2017-07-17 0:00:00,<$200K,A,437,18,48,3,507
2017-07-17 0:00:00,<$200K,B,219,16,24,1,254
2017-07-17 0:00:00,<$200K,C,87,5,10,1,101
2017-07-17 0:00:00,<$200K,D,131,7,14,1,152
2017-07-18 0:00:00,<$200K,A,429,22,47,4,496
2017-07-18 0:00:00,<$200K,B,214,19,24,2,248
2017-07-18 0:00:00,<$200K,C,86,5,9,1,99
2017-07-18 0:00:00,<$200K,D,129,8,14,1,149
2017-07-19 0:00:00,<$200K,A,432,20,48,3,500
2017-07-19 0:00:00,<$200K,B,216,17,24,2,250
2017-07-19 0:00:00,<$200K,C,86,5,10,1,100
2017-07-19 0:00:00,<$200K,D,129,7,14,1,150
2017-07-20 0:00:00,<$200K,A,445,19,50,3,521
2017-07-20 0:00:00,<$200K,B,222,16,25,2,260
2017-07-20 0:00:00,<$200K,C,89,5,10,1,104
2017-07-20 0:00:00,<$200K,D,133,7,15,1,156
2017-07-21 0:00:00,<$200K,A,456,18,51,3,536
2017-07-21 0:00:00,<$200K,B,228,16,26,2,268
2017-07-21 0:00:00,<$200K,C,91,5,10,1,107
2017-07-21 0:00:00,<$200K,D,137,7,15,1,161
2017-07-22 0:00:00,<$200K,A,456,13,51,2,535
2017-07-22 0:00:00,<$200K,B,228,11,26,1,267
2017-07-22 0:00:00,<$200K,C,91,3,10,0,107
2017-07-22 0:00:00,<$200K,D,137,5,15,1,160
2017-07-23 0:00:00,<$200K,A,444,14,50,2,524
2017-07-23 0:00:00,<$200K,B,222,12,25,1,262
2017-07-23 0:00:00,<$200K,C,89,3,10,0,105
2017-07-23 0:00:00,<$200K,D,133,5,15,1,157
2017-07-24 0:00:00,<$200K,A,439,18,50,3,518
2017-07-24 0:00:00,<$200K,B,219,16,25,1,259
2017-07-24 0:00:00,<$200K,C,88,5,10,1,104
2017-07-24 0:00:00,<$200K,D,132,7,15,1,155
2017-07-25 0:00:00,<$200K,A,441,14,50,2,522
2017-07-25 0:00:00,<$200K,B,221,12,25,1,261
2017-07-25 0:00:00,<$200K,C,88,4,10,0,104
2017-07-25 0:00:00,<$200K,D,132,5,15,1,157
2017-07-26 0:00:00,<$200K,A,441,18,50,3,521
2017-07-26 0:00:00,<$200K,B,220,16,25,1,261
2017-07-26 0:00:00,<$200K,C,88,5,10,1,104
2017-07-26 0:00:00,<$200K,D,132,7,15,1,156
2017-07-27 0:00:00,<$200K,A,457,17,52,3,542
2017-07-27 0:00:00,<$200K,B,229,15,26,1,271
2017-07-27 0:00:00,<$200K,C,91,4,10,1,108
2017-07-27 0:00:00,<$200K,D,137,6,16,1,162
2017-07-28 0:00:00,<$200K,A,463,18,53,3,551
2017-07-28 0:00:00,<$200K,B,231,16,27,2,276
2017-07-28 0:00:00,<$200K,C,93,5,11,1,110
2017-07-28 0:00:00,<$200K,D,139,7,16,1,165
2017-07-29 0:00:00,<$200K,A,456,16,53,3,545
2017-07-29 0:00:00,<$200K,B,228,14,26,1,273
2017-07-29 0:00:00,<$200K,C,91,4,11,1,109
2017-07-29 0:00:00,<$200K,D,137,6,16,1,164
2017-07-30 0:00:00,<$200K,A,450,13,52,2,539
2017-07-30 0:00:00,<$200K,B,225,12,26,1,270
2017-07-30 0:00:00,<$200K,C,90,3,10,0,108
2017-07-30 0:00:00,<$200K,D,135,5,16,1,162
2017-07-31 0:00:00,<$200K,A,436,19,51,3,523
2017-07-31 0:00:00,<$200K,B,218,17,25,2,261
2017-07-31 0:00:00,<$200K,C,87,5,10,1,105
2017-07-31 0:00:00,<$200K,D,131,7,15,1,157
2017-08-01 0:00:00,<$200K,A,442,16,52,3,533
2017-08-01 0:00:00,<$200K,B,221,14,26,1,266
2017-08-01 0:00:00,<$200K,C,88,4,10,1,107
2017-08-01 0:00:00,<$200K,D,132,6,15,1,160
2017-08-02 0:00:00,<$200K,A,444,20,52,3,537
2017-08-02 0:00:00,<$200K,B,222,18,26,2,268
2017-08-02 0:00:00,<$200K,C,89,5,10,1,107
2017-08-02 0:00:00,<$200K,D,133,8,16,1,161
2017-08-03 0:00:00,<$200K,A,455,21,54,3,552
2017-08-03 0:00:00,<$200K,B,227,18,27,2,276
2017-08-03 0:00:00,<$200K,C,91,5,11,1,110
2017-08-03 0:00:00,<$200K,D,136,8,16,1,165
2017-08-04 0:00:00,<$200K,A,461,21,55,3,561
2017-08-04 0:00:00,<$200K,B,231,19,27,2,281
2017-08-04 0:00:00,<$200K,C,92,5,11,1,112
2017-08-04 0:00:00,<$200K,D,138,8,16,1,168
2017-08-05 0:00:00,<$200K,A,459,16,55,3,560
2017-08-05 0:00:00,<$200K,B,230,14,27,1,280
2017-08-05 0:00:00,<$200K,C,92,4,11,1,112
2017-08-05 0:00:00,<$200K,D,138,6,16,1,168
2017-08-06 0:00:00,<$200K,A,448,15,53,2,544
2017-08-06 0:00:00,<$200K,B,224,13,27,1,272
2017-08-06 0:00:00,<$200K,C,90,4,11,0,109
2017-08-06 0:00:00,<$200K,D,134,6,16,1,163
2017-08-07 0:00:00,<$200K,A,445,17,53,3,543
2017-08-07 0:00:00,<$200K,B,223,15,27,1,272
2017-08-07 0:00:00,<$200K,C,89,4,11,1,109
2017-08-07 0:00:00,<$200K,D,134,6,16,1,163
2017-08-08 0:00:00,<$200K,A,444,20,53,3,542
2017-08-08 0:00:00,<$200K,B,222,18,27,2,271
2017-08-08 0:00:00,<$200K,C,89,5,11,1,108
2017-08-08 0:00:00,<$200K,D,133,8,16,1,163
2017-08-09 0:00:00,<$200K,A,440,20,53,3,542
2017-08-09 0:00:00,<$200K,B,220,18,27,2,271
2017-08-09 0:00:00,<$200K,C,88,5,11,1,108
2017-08-09 0:00:00,<$200K,D,132,8,16,1,162
2017-08-10 0:00:00,<$200K,A,445,20,54,3,546
2017-08-10 0:00:00,<$200K,B,223,18,27,2,273
2017-08-10 0:00:00,<$200K,C,89,5,11,1,109
2017-08-10 0:00:00,<$200K,D,134,8,16,1,164
2017-08-11 0:00:00,<$200K,A,460,12,56,2,566
2017-08-11 0:00:00,<$200K,B,230,10,28,1,283
2017-08-11 0:00:00,<$200K,C,92,3,11,0,113
2017-08-11 0:00:00,<$200K,D,138,4,17,0,170
2017-08-12 0:00:00,<$200K,A,457,15,56,2,565
2017-08-12 0:00:00,<$200K,B,229,13,28,1,282
2017-08-12 0:00:00,<$200K,C,91,4,11,0,113
2017-08-12 0:00:00,<$200K,D,137,6,17,1,169
2017-08-13 0:00:00,<$200K,A,448,16,55,3,554
2017-08-13 0:00:00,<$200K,B,224,14,27,1,277
2017-08-13 0:00:00,<$200K,C,90,4,11,1,111
2017-08-13 0:00:00,<$200K,D,134,6,16,1,166
2017-08-14 0:00:00,<$200K,A,435,22,53,4,538
2017-08-14 0:00:00,<$200K,B,217,20,27,2,269
2017-08-14 0:00:00,<$200K,C,87,6,11,1,108
2017-08-14 0:00:00,<$200K,D,130,8,16,1,161
2017-08-15 0:00:00,<$200K,A,423,18,52,3,527
2017-08-15 0:00:00,<$200K,B,212,16,26,1,263
2017-08-15 0:00:00,<$200K,C,85,5,10,1,105
2017-08-15 0:00:00,<$200K,D,127,7,16,1,158
2017-08-16 0:00:00,<$200K,A,435,18,54,3,541
2017-08-16 0:00:00,<$200K,B,218,16,27,1,271
2017-08-16 0:00:00,<$200K,C,87,5,11,1,108
2017-08-16 0:00:00,<$200K,D,131,7,16,1,162
2017-08-17 0:00:00,<$200K,A,449,16,56,3,561
2017-08-17 0:00:00,<$200K,B,224,14,28,1,280
2017-08-17 0:00:00,<$200K,C,90,4,11,1,112
2017-08-17 0:00:00,<$200K,D,135,6,17,1,168
2017-08-18 0:00:00,<$200K,A,462,18,58,3,580
2017-08-18 0:00:00,<$200K,B,231,16,29,1,290
2017-08-18 0:00:00,<$200K,C,92,5,12,1,116
2017-08-18 0:00:00,<$200K,D,138,7,17,1,174
2017-08-19 0:00:00,<$200K,A,458,13,57,2,574
2017-08-19 0:00:00,<$200K,B,229,11,29,1,287
2017-08-19 0:00:00,<$200K,C,92,3,11,0,115
2017-08-19 0:00:00,<$200K,D,137,5,17,1,172
2017-08-20 0:00:00,<$200K,A,448,15,56,2,563
2017-08-20 0:00:00,<$200K,B,224,13,28,1,282
2017-08-20 0:00:00,<$200K,C,90,4,11,0,113
2017-08-20 0:00:00,<$200K,D,134,6,17,1,169
2017-08-21 0:00:00,<$200K,A,436,27,55,4,547
2017-08-21 0:00:00,<$200K,B,218,24,27,2,274
2017-08-21 0:00:00,<$200K,C,87,7,11,1,109
2017-08-21 0:00:00,<$200K,D,131,10,16,1,164
2017-08-22 0:00:00,<$200K,A,438,18,55,3,551
2017-08-22 0:00:00,<$200K,B,219,16,28,1,276
2017-08-22 0:00:00,<$200K,C,88,5,11,1,110
2017-08-22 0:00:00,<$200K,D,131,7,17,1,165
2017-08-23 0:00:00,<$200K,A,441,17,56,3,561
2017-08-23 0:00:00,<$200K,B,221,15,28,1,280
2017-08-23 0:00:00,<$200K,C,88,4,11,1,112
2017-08-23 0:00:00,<$200K,D,132,6,17,1,168
2017-08-24 0:00:00,<$200K,A,449,17,57,3,570
2017-08-24 0:00:00,<$200K,B,224,15,29,1,285
2017-08-24 0:00:00,<$200K,C,90,4,11,1,114
2017-08-24 0:00:00,<$200K,D,135,6,17,1,171
2017-08-25 0:00:00,<$200K,A,453,21,58,3,574
2017-08-25 0:00:00,<$200K,B,226,19,29,2,287
2017-08-25 0:00:00,<$200K,C,91,5,12,1,115
2017-08-25 0:00:00,<$200K,D,136,8,17,1,172
2017-08-26 0:00:00,<$200K,A,456,11,58,2,578
2017-08-26 0:00:00,<$200K,B,228,9,29,1,289
2017-08-26 0:00:00,<$200K,C,91,3,12,0,116
2017-08-26 0:00:00,<$200K,D,137,4,17,0,173
